Name,Type,City,State or Country,Offical_Web,Introduction,Industries,Campaign,Transactions,Location,Team,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Jicama Ct, United States
Sacramento, CA 95833
US",Tim Howald,https://network.axial.net/company/2nd-opinion-financial-2656578049263271340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

J.P. Hibbard & Co.,Accountant ,San Francisco, CA,https://network.axial.net/a/company/jp-hibbard-co-6189037420586222372,"J.P. Hibbard & Co. provides forensic accounting and private investigation services to businesses, attorneys, and individuals. We perform discreet and professional due diligence, fraud examination, background checks, damages calculations, and other services. Please visit our web site to learn more.",Generalist,[],,"Headquarters HQ
PO Box 192750, 
San Francisco, CA 94119
US",Justin Hibbard,https://network.axial.net/company/jp-hibbard-co-6189037420586222372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

CFOSonDemand,Accountant ,Syosset, NY,http://cfosondemand.com,"CFOSonDemand is a professional outsourcing company for small and medium sized businesses to help improve a business whether in preparation of a sale or just to outsource or streamline the financial operating process. Most of what we do is automate manual processes/ improve efficiencies, create strategy and improve execution by tracking business metrics. Our customers typically outsource some or all of the financial management and accounting of a business. It could be done virtually or on site.",Business Services:Data Processing & Outsourced Services,[],,"Headquarters HQ
180 Foxhunt Cres, 
Syosset, NY 11791
US",David Schiller,https://network.axial.net/company/cfosondemand-472664888406467318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Hardesty LLC,Accountant ,Irvine, CA,http://www.hardestyllc.com,"Hardesty, LLC is an executive services firm providing experienced chief financial officers, controllers and other financial management professionals to companies ranging from emerging growth to large public entities. We offer on-demand financial professionals who have deep financial, strategic and operational management experience. Whether the solution is an interim placement, a special project engagement or a permanent placement, we can accommodate your requirements.",Business Services:Human Resource & Employment Services,[],,"Headquarters HQ
19800 MacArthur Boulevard, Suite 820
Irvine, CA 92612
US",rob dennison,https://network.axial.net/company/hardesty-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

MCM CPAs & Advisors,Accountant ,Louisville, KY,http://www.mcmcpa.com/,"As a large regional CPA firm, MCM LLP provides highly specialized services to a broad range of clients.Privately and publicly held businesses, not-for-profits, small businesses and individuals across the region and throughout the country receive personalized attention and local access from national level talent. We specialize in a variety of tax, assurance, accounting and consulting services and are proud to offer expertise in more than a dozen disciplines, each staffed by a team of highly qualified professionals.MCM combines the technical and industry expertise of larger firms without sacrificing the attention and personal service of a local firm. We help our clients reach their goals through insight, innovation and experience. MCM continues to grow, yet maintains the same friendly, approachable style of doing business that its clients have come to rely on and expect.In addition to having the most local resources in our market, we are members of Baker Tilly International, the worldäó»s 8th largest accountancy and business advisory network by combined fee income of its independent members. It is represented by 161 firms in 137 countries with combined fee income of US $3.4 billion and nearly 27,000 people worldwide.

    Show Less",[],[],,"Headquarters HQ
462 South Fourth Street, 2600 Meidinger Tower 
Louisville, KY 40202
US",Angela Marshall,https://network.axial.net/company/mcm-cpas-advisors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Tier One Services, LLC",Accountant ,Rock Hill, SC,http://www.tieroneservices.net,"Seeking companies with at least $1 million EBITDA who are looking for investment or to be acquired.Many entities need an in-house financial executive; someone skilled at raising capital, cash management, handling banking relationships, working with investors, donors or boards or able to conduct complex modeling. Our Client Accounting Service delivery model utilizes the most advanced techniques that put people, process and technology to work for you.Digital dashboards are built into the accounting system and customized for your needs.  This readily available information will enable members of your executive management team to gain a quick snapshot of how youäó»re performing as a whole or for a certain unit or area and youäó»ll be able to analyze the root causes of performance from many different perspectives. Your business depends on choosing the solutions and support services that make the best long-term business sense. By using proven repeatable processes, leading methodologies, and detailed analysis, Tier One Services provides client accounting services to help your business nimbly manage industry changes, quick decisions, and new market prospects.Call on us to support your accounting and financial needs while you manage the strategic aspects of your organization.  

    Show Less","Business Services:Data Processing & Outsourced Services; IT Consulting & Other Services

Consumer Services:Education Services; Specialized Consumer Services

Distribution:Air Freight & Logistics

Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production

Financial Services:Diversified Financials; Financial Technology; Multi-Sector Holdings

Industrials:Third Party Logistics (3PL); Transportation

Life Sciences:Nutraceuticals; Pharmaceuticals

Media:Publishing

Real Estate:Diversified Real Estate Activities

Technology:Application Software; Financial Technology; Internet Software & Services; Software; Systems Software

Show Less",[],,"Headquarters HQ
572 John Ross Parkway STE 107 #227, 
Rock Hill, SC 29730
US","David Campbell
CEO",https://network.axial.net/company/tier-one-services-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Gary Booth Chartered Accountants, Inc.",Accountant ,Toronto, ON,http://garybooth.com/,"We are a full service accounting firm with a dedicated and dynamic team of professionals established in 1994. Our mission is to give clients the support, service and tools to grow and achieve their objectives. We provide affordable services and solutions to businesses, non-profit organizations and individuals.","Business Services:Data Processing & Outsourced Services; Diversified Support Services

Consumer Services:Specialized Consumer Services

Financial Services:Diversified Financials; Specialized Finance

Show Less",[],,"Headquarters HQ
555 Burnhamthorpe Road, Suite 406
Toronto, ON M9C 2Y3
CA",Gary Booth,https://network.axial.net/company/gary-booth-chartered-accountants-inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

kapadia LLP,Accountant ,North York, ON,http://Kapadiallp.com,"We believe in the value of relationships. We view every client relationship like a partnership, and truly believe that our success is a result of your success.We are committed to providing close, personal attention to our clients. We take pride in giving you the assurance that the assistance you receive comes from years of advanced training, technical experience and financial acumen. Our continual investment of time and resources in professional continuing education, state-of-the-art computer technology and extensive business relationships is indicative of our commitment to excellence.",Financial Services:Diversified Financials; Other Diversified Financial Services,[],,"Headquarters HQ
265 Rimrock Road, Unit 1
North York, ON M3J 3C6
CA",Rupesh Kapadia,https://network.axial.net/company/kapadia-llp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Union Thunder, Inc.",Business Broker ,Houston, TX,http://www.unionthunder.com/,"We provide paid search and advisory services for several dozen private equity and family office buyers. Our buyers pay our fees, and their interests cover a broad set of requirements. Most of them require $1 MM minimum EBITDA, and are industry agnostic within the U.S.. There is no maximum EBITDA, and some have interest in add-on opportunities with slightly less than $1 MM EBITDA. Our primary family office buyer has over $2 B in assets, and requires $5 MM minimum EBITDA, audited or reviewed financials, and is geography agnostic. We also provide sell-side services.","Business Services:Advertising; Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Office Services & Supplies; Payment Processors; Research & Consulting Services; Security & Alarm Services

Distribution:Air Freight & Logistics; Food Distributors; Retail Distributors; Technology Distributors

Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Coal & Consumable Fuels; Electric Utilities; Energy Equipment & Services; Gas Utilities; Independent Power Producers & Energy Traders; Integrated Oil & Gas; Multi-Utilities; Oil & Gas Drilling; Oil & Gas Equipment & Services; Oil & Gas Exploration & Production; Oil & Gas Refining & Marketing; Oil & Gas Storage & Transportation; Oil, Gas & Consumable Fuels; Utilities; Water Utilities

Health Care:Health Care Distributors

Industrials:Aerospace & Defense; Airlines; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking

Manufacturing:Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automobile Manufacturers; Computer Storage & Peripherals; Construction Materials; Consumer Electronics; Electronic Manufacturing Services; Forest Products; Health Care Equipment; Health Care Supplies; Heavy Electrical Equipment; Heavy Manufacturing; Light Manufacturing; Metal, Glass & Plastic Containers; Motorcycle Manufacturers; Office Electronics; Paper Products; Personal Products; Photographic Products; Textiles; Tires & Rubber
